int64_field_0,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,_12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxKillDeficit,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,patch,Duree_game,gameCreation,ban_0_teammates,ban_1_teammates,ban_2_teammates,ban_3_teammates,ban_4_teammates,ban_0_ennemies,ban_1_ennemies,ban_2_ennemies,ban_3_ennemies,ban_4_ennemies,First_baron_teammates,Nombre_baron_kill_teammates,First_kill_champion_teammates,Nombre_kill_champion_teammates,First_kill_dragon_teammates,Nombre_kill_dragon_teammates,First_kill_inib_teammates,Nombre_kill_inib_teammates,First_kill_herald_teammates,Nombre_kill_hetald_teammates,First_kill_tower_teammates,Nombre_kill_tower_teammates,First_baron_enemies,Nombre_baron_kill_enemies,First_kill_champion_enemies,Nombre_kill_champion_enemies,First_kill_dragon_enemies,Nombre_kill_dragon_enemies,First_kill_inib_enemies,Nombre_kill_inib_enemies,First_kill_herald_enemies,Nombre_kill_hetald_enemies,First_kill_tower_enemies,Nombre_kill_tower_enemies,match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4
1117,0,5,0,2,0,0,0,10530,13,24,Jax,0,0,2,3494,3494,3494,12880,0,6,0,0,0,1,3,0,0,0,0,0,0,0,2,6953,6000,0,TOP,0,0,1,1055,6632,3133,1036,1001,1028,3340,14,0,2,TOP,0,2,1,514,42203,5507,4145,0,0,0,1,0,0,0,0,1,0,50906,7538,16060,0,0,0,0,0,4312,0,B3fdMPKmhCcKXI3t-NmQ4rQDceeGuJ2YWinkYinVTmAJaFkTM1JFTfrzdlTmne-wIUZC8WDQI7iaNw,0,,,SOLO,0,37,78,66,3,0,3,4,3,12,uNIHxDynvsM4t3ocDkgd5Gtq4oOHiLjkjg009Vj0fRyfDhSRJdRx_9uVxA,698,pale cali,0,100,TOP,19,1323,0,93109,13046,0,20735,0,3157,0,154,130,201,1,0,0,0,530,1,1,10,0,9,0,1,7,0,0,184,0,0,0,0,0,0,0,0,"591,3932371","0,239353888",0,6,1,0,0,0,0,0,20,0,0,0,0,0,0,Pas de valeurs,0,0,"1323,611191",0,"315,1883491",0,0,0,0,0,0,0,"0,3333333333",0,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,7,1,4,0,2,0,0,2,0,0,0,"0,2473778453",0,0,0,0,0,7,0,0,"0,4479884834",1,0,0,13.14.520.6878,1323,1689986302669,29,107,266,526,69,114,498,7,145,119,0,0,1,15,1,1,0,0,0,0,0,2,0,0,0,24,0,1,1,1,1,2,1,10,EUW1_6511385714,897,131,157,67,117,24,9,58,81,40
1448,0,11,5,0,0,0,4,13765,15,24,Jax,0,8,2,4837,6084,4837,14179,0,4,0,1,0,1,1,0,0,0,0,0,0,0,1,10556,8050,0,TOP,0,1,0,2421,3181,2031,6632,0,0,3340,19,1,5,TOP,0,4,2,347,48710,5878,4877,0,4,0,0,1,0,0,8,1,0,76146,11850,15404,0,0,0,0,0,4312,0,B3fdMPKmhCcKXI3t-NmQ4rQDceeGuJ2YWinkYinVTmAJaFkTM1JFTfrzdlTmne-wIUZC8WDQI7iaNw,0,,,SOLO,0,43,89,74,7,0,4,4,4,12,uNIHxDynvsM4t3ocDkgd5Gtq4oOHiLjkjg009Vj0fRyfDhSRJdRx_9uVxA,698,pale cali,0,100,TOP,16,1430,0,129266,17729,0,21055,2,6092,0,180,129,95,1,0,4410,0,774,2,4,4,0,18,0,3,8,1,0,213,0,0,0,0,0,0,0,0,"743,7829188","0,2432422401",0,4,2,0,0,0,0,0,17,2,0,0,0,0,0,Pas de valeurs,0,0,"1430,221519",0,"442,8524949",0,5,0,0,0,0,0,"2,5",2,0,1,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,1,0,6632,0,0,0,0,0,7,1,0,0,0,0,0,0,0,12,0,0,0,2,8,0,10,0,10,0,0,4,0,0,1,"0,2372209269",0,2,0,1,5,8,0,0,"0,7691089335",3,2,0,13.14.520.6878,1430,1689967051102,950,518,7,85,1,201,107,-1,950,-1,1,1,0,29,1,2,1,1,1,2,0,9,0,0,1,16,0,1,0,0,0,0,1,4,EUW1_6510644232,777,234,126,115,111,24,121,69,145,143
1695,0,2,2,0,0,0,0,13170,15,24,Jax,0,13,4,6155,11896,6155,22768,0,9,1,0,0,1,1,0,0,0,0,0,0,0,0,11263,10435,1,TOP,0,0,0,1052,3108,3047,3071,2421,6632,3340,25,1,7,TOP,0,3,1,296,56276,9672,3415,0,8,0,0,1,0,0,7,6,0,77742,12068,22930,0,0,0,0,0,1665,1,3xRuLcTgvsW10iQO1eav2fB4QorKdOEp4cVTEAnqGMTxVxCVSxR6jM5udOYvyZTvmvtA9jRxuPmgnw,0,,,DUO,0,59,108,65,8,0,5,12,4,4,sl6b8cyCJPOKNtzsL7SsFfptlEOZxUAA-KXMTdUJXwqOeXE,514,Bodrum Block,0,200,TOP,16,1586,2,138633,21741,0,30806,0,6134,0,165,136,278,1,0,4615,0,4460,4,5,6,0,12,2,0,8,1,0,240,0,2,0,0,0,0,0,1,"822,1622427","0,3756398305",0,9,8,0,0,0,0,0,17,0,0,0,0,0,1,709.0796205,0,0,"1586,657208",0,"425,9413728",0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,6632,0,1,0,1,0,4,1,0,0,0,0,0,0,1,44,0,0,0,5,5,0,0,0,9,0,0,5,1,0,0,"0,2635755333",0,1,0,2,10,7,0,0,"0,4736667268",0,0,0,13.14.520.6878,1586,1689954551435,238,950,200,53,526,107,22,121,28,950,1,1,0,21,0,0,0,0,1,1,0,6,0,0,1,30,1,4,1,2,0,1,1,10,EUW1_6510139852,164,91,268,96,201,24,427,18,145,111
1968,0,6,1,0,0,0,0,10822,13,24,Jax,0,3,6,3281,3281,3281,21579,0,7,3,1,0,1,10,7,0,1,0,0,0,0,0,10434,10685,0,TOP,0,0,1,3082,2055,6632,3161,3047,3024,3340,23,0,6,TOP,0,2,2,460,30763,5191,9032,0,0,0,1,0,0,0,16,1,0,54301,7578,17406,0,0,0,0,0,17,0,Cg8uOQQaGytqBxhHYOzjmykupF8n8ekG94BQgEZltGvdcjDlyvsvmUVnoNswvw3weqWayPmx6z7l6w,0,,,SOLO,0,40,87,53,8,0,4,4,3,12,qfMrGmaWqgSv9kDZiPoei0fZwQp1I-Q_P4EW9fnVkhCkslaf,499,Spoodersussi,0,100,TOP,8,1387,0,88396,12919,0,28117,0,2460,0,160,62,216,1,0,3331,150,1678,1,1,9,0,20,5,1,10,0,0,188,0,0,0,0,600,0,0,3,"558,6994076","0,2798830697",0,7,2,0,0,0,0,0,9,0,0,0,0,0,0,Pas de valeurs,0,0,"1387,493291",0,"451,2351633",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,6632,0,2,0,0,0,3,1,0,0,0,0,0,0,0,13,0,0,0,4,7,0,5,0,7,0,0,4,2,0,0,"0,248269322",0,1,0,2,5,7,0,0,"0,885741769",1,1,0,13.14.520.6878,1387,1690041674300,27,107,38,526,145,28,76,119,-1,134,0,0,1,16,0,0,0,0,0,1,0,2,1,1,0,31,1,3,1,1,1,1,1,9,EUW1_6512484809,126,30,777,498,497,24,64,18,103,32
2207,0,0,2,1,0,0,2,12348,14,24,Jax,0,6,6,4462,27207,4462,7450,0,2,2,0,0,1,0,3,0,1,0,1,0,1,15,11858,10200,0,TOP,1,1,0,2420,3108,2055,3161,3158,6632,3340,19,1,6,TOP,0,3,1,465,42630,3190,1966,0,20,0,0,0,0,0,19,1,0,76954,5020,9319,0,0,0,0,0,5894,0,264ckMiux3iaCdpRVsDZ6ey7RSQ_Cqi8EoWJ8aWGO-rD-EzF-PC-JNCBWf8JNF9Bwm0pfJmGgxK-Zw,0,,,SOLO,0,36,98,56,5,0,3,4,5,14,co5uqtYfUVvuM_y4s3gPHbo364D5IBAoIdce6GWjZWH_PN2B,385,Pêrsephone13,0,100,TOP,9,1233,4,130594,8958,0,13030,4,2338,0,178,116,48,1,0,11009,746,1743,4,4,0,0,11,4,0,6,1,0,195,0,1,0,0,0,1,0,2,"435,6253122","0,159548951",0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,756.5952874,1,0,"1233,816637",0,"576,6733076",0,4,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,79,1,0,0,1,0,0,0,1,0,0,6632,0,1,0,0,0,5,1,0,0,0,0,2,0,1,5,0,0,0,3,4,0,2,1,8,0,0,6,0,0,0,"0,1597239445",0,2,0,5,15,8,0,0,"0,5472396666",0,0,0,13.14.520.6878,1233,1690063455242,526,107,950,28,145,498,134,58,119,107,0,0,1,23,1,2,1,1,1,2,1,7,0,0,0,19,0,0,0,0,0,0,0,0,EUW1_6513303665,2,427,1,157,235,24,113,777,30,497
2367,0,5,9,0,0,0,0,16996,17,24,Jax,0,49,4,5760,12911,5760,24129,0,3,3,1,1,1,8,0,0,1,0,0,0,0,0,12289,11925,0,TOP,1,1,0,3157,3053,1033,3111,6632,1036,3340,24,1,5,TOP,0,5,2,1029,59665,8650,11947,0,8,1,0,1,0,0,27,6,0,87010,6874,11101,0,0,0,0,0,1162,2,nwxjWdGdCVRFFvKPxIJD2N1d6foId_jP32MJPB5RzuRngGpX0aUPNDI1kxzI2EnLoJNmeehk5ZYHqQ,0,,,SOLO,0,58,101,64,9,0,3,4,5,12,yPd_goiM1H2N5ugp6-QShapW5-LsRjN7VBVLV4uS4S0ElaGN9rq-6i3T3w,88,TSINGTAO1,0,200,TOP,14,1787,0,159224,15630,0,23625,0,5665,0,219,132,139,1,0,12548,105,576,2,3,3,0,37,3,0,14,1,0,232,0,0,0,0,0,0,0,3,"524,5641436","0,2299695689",0,3,0,0,2,0,0,0,16,0,0,0,0,0,0,Pas de valeurs,0,2,"1787,780425",0,"412,4496519",0,7,0,0,0,1,0,"4,666666667",2,0,1,0,0,0,0,0,0,79,0,0,0,4,0,0,0,1,1,0,6632,0,1,0,0,0,10,1,0,0,0,0,0,0,1,5,0,0,0,1,11,0,2,0,14,0,0,1,0,0,2,"0,1749985673",0,2,0,0,10,10,0,1,"1,247250542",0,0,0,13.14.520.6878,1787,1690037696454,114,203,498,38,26,119,107,103,64,68,0,0,0,27,0,1,0,0,0,0,1,3,1,2,1,31,1,3,1,1,1,2,0,9,EUW1_6512335322,27,141,90,157,12,24,11,246,145,526
2370,0,3,3,0,0,0,0,10741,13,24,Jax,0,25,3,4494,6119,4494,9240,0,5,1,1,0,1,13,0,0,0,0,0,0,1,0,7961,8050,1,TOP,0,0,0,6632,3047,3053,0,0,0,3340,19,0,2,TOP,0,2,2,324,34935,6169,1942,0,0,0,0,0,0,0,12,1,0,47904,6867,10612,0,0,0,0,0,1162,1,nwxjWdGdCVRFFvKPxIJD2N1d6foId_jP32MJPB5RzuRngGpX0aUPNDI1kxzI2EnLoJNmeehk5ZYHqQ,0,,,SOLO,0,38,63,42,5,0,2,4,5,14,yPd_goiM1H2N5ugp6-QShapW5-LsRjN7VBVLV4uS4S0ElaGN9rq-6i3T3w,88,TSINGTAO1,0,100,TOP,12,1246,0,86972,13928,0,13005,0,2229,0,152,84,90,1,0,4132,892,450,1,2,3,0,13,2,1,7,1,0,148,0,0,0,0,0,0,0,2,"670,573716","0,2031625265",0,5,0,0,0,0,0,0,13,0,0,0,0,0,1,744.2252,0,1,"1246,226854",0,"383,3203322",0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,72,0,0,0,5,0,0,0,0,1,1,6632,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,5,0,0,1,0,0,1,"0,2124578172",0,1,0,1,5,7,0,0,"0,6417718394",1,1,0,13.14.520.6878,1246,1690036117249,30,145,119,68,157,200,28,107,29,122,1,1,0,24,0,2,0,0,1,1,1,5,0,0,1,17,1,1,0,0,0,1,0,3,EUW1_6512276099,58,234,7,523,63,24,121,127,51,161
2396,0,0,0,0,0,0,0,10061,13,24,Jax,0,13,4,3451,3451,3451,11107,0,7,2,0,0,1,5,0,0,1,0,0,0,0,0,9034,8425,0,TOP,0,0,1,3157,3047,2055,6632,1029,0,3340,20,0,4,TOP,0,2,1,336,31959,3219,3475,0,0,0,1,0,0,0,5,6,0,42638,4410,11381,0,0,0,0,0,1162,0,nwxjWdGdCVRFFvKPxIJD2N1d6foId_jP32MJPB5RzuRngGpX0aUPNDI1kxzI2EnLoJNmeehk5ZYHqQ,0,,,SOLO,0,46,62,37,6,0,4,4,5,14,yPd_goiM1H2N5ugp6-QShapW5-LsRjN7VBVLV4uS4S0ElaGN9rq-6i3T3w,87,TSINGTAO1,0,200,TOP,5,1361,0,78273,8466,0,15948,0,1965,0,142,72,163,1,0,3676,836,1092,1,1,8,0,18,3,1,10,0,0,151,0,0,0,0,800,0,0,2,"373,2001735","0,1651378651",0,7,5,0,0,0,0,0,6,0,0,0,0,0,0,Pas de valeurs,0,0,"1361,124958",0,"398,2730259",0,0,0,0,0,0,0,"0,5714285714",0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,0,0,3,1,0,0,0,0,0,0,0,29,0,0,0,1,8,0,2,0,4,0,0,1,0,0,0,"0,1769176169",0,0,0,1,0,6,0,0,"0,836072309",1,1,0,13.14.520.6878,1361,1690006428088,203,53,246,121,76,711,107,427,74,68,1,1,0,31,1,2,1,1,1,2,1,8,0,0,1,15,0,0,0,0,0,0,0,3,EUW1_6511570126,777,421,134,145,37,24,120,7,895,44
2506,0,0,2,0,0,0,6,14531,15,24,Jax,0,0,2,18603,18603,18603,18857,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,12530,11550,0,TOP,1,1,0,6632,3161,3111,3071,1033,0,3340,20,1,7,TOP,0,6,1,1125,51337,7569,11558,0,20,1,0,1,0,0,0,1,0,103350,8057,9886,0,0,0,0,0,3366,0,_4xT3m63C0ZdXPFcOS4e9BnqfPRqTkYkjLgqmHSTTXtF18bnLG6cqbX1Hmb_eCiEpRXb1uT0tTfGGA,0,,,SOLO,0,39,116,69,6,0,4,4,4,12,tulWFEhtLXNYgjg4wpZ-vJ5MNeTLspsPmqVgQ6BlhIBygKlXU-NnjQujPg,47,Dugtrogl,0,100,TOP,15,1441,0,155304,15726,0,21458,16,4028,0,187,169,14,1,0,616,99,13,7,7,2,0,13,2,1,7,1,0,230,0,0,0,0,0,2,0,1,"654,6956276","0,2749345444",0,1,1,0,0,0,0,0,14,4,0,0,0,0,1,810.6993386,0,0,"1441,268653",0,"521,661546",0,5,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,6,1,0,0,0,0,0,0,1,8,0,0,0,3,6,0,17,0,9,0,0,7,0,0,1,"0,1895537434",0,2,0,0,10,8,0,0,"0,5586600611",1,0,0,13.14.520.6878,1441,1689948524349,133,55,119,12,107,950,145,157,86,134,1,1,1,39,1,3,1,2,1,2,1,11,0,0,0,18,0,0,0,0,0,0,0,2,EUW1_6509895510,79,121,69,498,111,24,427,163,429,526
2599,0,1,6,0,0,0,1,12663,14,24,Jax,0,10,3,1272,3934,1272,13816,0,2,1,0,0,1,3,0,0,0,0,0,0,0,4,9078,7275,0,TOP,0,1,0,1054,3158,6632,3123,3133,3067,3340,19,1,5,TOP,0,3,1,766,38673,8734,5863,0,12,0,0,1,0,0,9,6,0,60500,13871,12579,0,0,0,0,0,21,0,vvtSGu6Nl59EDnmSsV-9Rl2eDqLrO-_OmknMCo8ZH0iSDbEpHNgY85mKEjne2F6mN2j7x1AcdubUqA,0,,,SOLO,0,50,107,68,7,0,2,12,3,4,f8G5IeHlPN0ZnaQ9rylJ444t4sOliG8q-7Zybj-BA03dpSg,438,buff tοp,0,200,TOP,11,1343,0,102348,22606,0,22097,8,6929,0,129,79,57,1,0,3175,0,3654,0,0,1,0,13,1,1,6,1,0,232,0,0,0,0,0,1,0,1,"1009,482955","0,2826232882",0,2,9,0,1,0,0,0,14,2,0,0,0,0,1,649.9289581,0,0,"1343,63594",0,"405,4169999",0,3,0,0,0,0,0,"5,5",0,0,3,0,0,0,0,0,0,59,0,0,0,2,0,0,0,1,0,0,6632,0,1,0,0,0,8,1,0,0,0,0,0,0,1,48,0,0,0,3,5,0,2,0,11,0,0,6,0,0,1,"0,2668357041",0,2,0,3,15,5,0,0,"0,5813840035",1,1,1,13.14.520.6878,1343,1689961310684,30,421,-1,427,950,107,91,7,166,950,0,0,1,16,0,0,0,0,0,0,0,1,1,1,0,25,1,3,1,3,1,2,1,11,EUW1_6510414695,114,64,84,145,497,24,76,18,81,143
2656,0,5,5,0,0,0,0,14110,15,24,Jax,0,3,5,2227,2227,2227,35892,0,10,3,0,0,1,4,0,0,0,0,0,0,0,8,11888,11800,0,TOP,0,0,1,3157,2055,3111,3071,1036,6632,3340,29,0,5,TOP,0,2,1,395,57409,12157,20232,0,0,0,1,0,0,0,24,1,0,74435,14722,19221,0,0,0,0,0,5463,0,wkseuuVy1Ofayge__shkGFoZXqqaHQBANJkVRZI6GMTIhFkSmlDP-xkg7YCbYYbVLH-2jBu0PVGESA,0,,,SOLO,0,61,119,93,11,0,4,12,5,4,_X1A4p3_DwwEo6mtDB9Ghvi37XBnRJvjhr_sU2UA0GPmpsY,688,SuperCarryGaeth,0,100,TOP,33,2034,0,135020,26880,0,41835,0,10280,0,189,138,346,1,0,3175,0,2381,1,1,10,0,26,4,2,14,0,0,284,0,0,0,0,500,0,0,3,"792,807451","0,2321690958",0,10,2,0,0,0,0,0,33,0,0,0,0,0,0,Pas de valeurs,0,1,"2034,29646",0,"350,6374425",0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,0,0,7,1,0,0,0,0,0,0,0,10,0,0,0,1,11,0,2,0,10,0,0,0,0,0,0,"0,208310058",0,1,0,2,5,9,0,0,"0,7922158347",2,0,0,13.14.520.6878,2034,1690024960725,526,54,107,81,902,203,526,266,134,107,0,0,0,33,0,0,0,0,0,1,0,6,1,2,1,42,1,4,1,1,1,1,1,10,EUW1_6511893338,98,113,268,145,63,24,234,517,119,555
3096,0,1,2,0,0,0,0,9213,12,24,Jax,0,3,2,5819,5819,5819,18377,0,8,1,0,0,1,2,4,0,0,0,0,0,0,4,9292,9025,1,TOP,0,0,2,3071,3047,6632,3123,0,0,3340,16,1,4,TOP,0,3,1,453,26953,4245,2792,1,0,0,1,0,0,0,3,6,0,51253,5021,18174,0,0,0,0,0,5184,0,o3rSgvsuURdUaiSz8nKBr0WFZz0Exu84kVMNHEdxwV7ZOf9y4Gu137PG2oopTAJShEyhWtw-vYNN7w,0,,,SOLO,0,35,75,41,6,0,4,4,6,14,WX0OEx95SG8KAmzlj08mXzzm74BxM2qOYunIxW1plb4yegn0,356,KARL1EE,0,200,TOP,13,1381,0,78738,9798,0,21291,0,1215,0,146,60,190,1,0,531,531,323,2,2,10,0,18,1,2,9,0,0,157,0,0,0,0,0,0,0,1,"425,4231447","0,2185570061",0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,Pas de valeurs,0,0,"1381,927827",0,"403,4690569",0,2,0,0,0,0,1,"0,75",0,0,2,0,0,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,2,8,0,1,0,6,0,0,5,0,0,0,"0,1748696917",0,0,0,4,0,6,0,0,"0,800843968",2,2,1,13.14.520.6878,1381,1690035331100,40,950,203,107,145,200,427,121,127,950,1,1,1,37,1,3,1,2,1,2,1,10,0,0,0,22,0,0,0,0,0,0,0,4,EUW1_6512246149,92,78,18,147,526,24,131,157,29,44
3189,0,11,8,0,0,0,2,14042,15,24,Jax,0,5,4,3625,11798,3625,18902,0,2,1,1,0,1,14,2,1,0,0,0,0,1,2,10029,9985,0,TOP,0,0,0,3071,2055,2421,3047,6632,1052,3340,20,0,3,TOP,0,2,2,457,51629,8161,5255,0,8,0,0,0,0,0,17,6,0,84227,10681,17942,0,0,0,0,0,988,2,VvdiXTz47i4vtuJKwAHpmfh00td4TZEqU4sdU1YdC5s7VPy4ETBK1hBI10Vl70ep76UhndxzWSIk9w,0,,,SOLO,0,41,116,78,6,0,5,4,3,12,ARCEGooxtASQ8nV4KSvC1mTNQ0PrqxMWTkMCDaNFYf7X29eLFD16CXgPfg,243,topAGENT070,0,200,TOP,14,1522,4,140062,18842,0,23890,2,7138,0,184,108,48,1,0,4205,0,693,0,0,3,0,14,2,0,10,1,0,241,0,1,1,0,0,0,0,1,"742,3030903","0,3291623416",0,2,0,0,1,0,0,0,17,2,0,0,0,0,1,678.4496622,1,3,"1523,058268",0,"395,1026227",0,7,0,0,0,0,0,"5,5",0,0,0,0,0,0,0,0,0,58,0,0,0,6,0,0,0,0,1,1,6632,0,1,0,1,0,7,1,0,0,0,0,0,0,0,4,0,0,0,1,9,0,5,0,11,0,1,4,0,0,1,"0,215429469",0,1,0,3,0,8,0,0,"0,5635010755",1,1,1,13.14.520.6878,1522,1689969397528,201,950,157,427,203,950,145,235,91,28,0,0,0,18,0,0,0,0,0,1,0,3,1,1,1,26,1,4,0,0,1,1,1,6,EUW1_6510747183,58,76,131,429,12,24,121,126,115,432
3232,0,5,8,0,0,0,1,14341,15,24,Jax,0,37,5,6507,10223,6507,22899,0,4,3,1,0,1,10,0,0,0,0,0,0,0,0,11906,10550,0,TOP,0,1,0,6632,3111,1043,3071,1033,3051,3340,21,2,9,TOP,0,4,2,504,41018,11212,14159,0,0,1,0,1,0,0,35,6,0,65207,13773,10691,0,0,0,0,0,1162,1,nwxjWdGdCVRFFvKPxIJD2N1d6foId_jP32MJPB5RzuRngGpX0aUPNDI1kxzI2EnLoJNmeehk5ZYHqQ,0,,,SOLO,0,60,93,70,9,0,4,4,4,12,yPd_goiM1H2N5ugp6-QShapW5-LsRjN7VBVLV4uS4S0ElaGN9rq-6i3T3w,86,TSINGTAO1,0,200,TOP,15,1497,0,117125,24986,0,26259,0,8559,0,168,93,141,1,0,10900,0,1407,3,3,1,0,29,4,1,13,1,0,232,0,0,1,0,0,0,0,3,"1001,119197","0,228458552",0,4,13,0,0,0,0,0,19,0,0,0,0,0,1,769.7695695,0,1,"1497,491864",0,"477,074587",0,11,0,0,0,0,0,"4,25",1,0,4,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,1,0,6632,0,2,0,0,0,10,1,0,0,0,0,0,0,0,70,0,0,0,2,9,0,5,0,17,0,0,5,0,0,1,"0,2468459289",0,1,0,3,5,7,0,0,"1,18704382",1,1,2,13.14.520.6878,1497,1689920184510,950,107,119,53,86,37,35,950,203,68,0,0,0,16,0,1,0,0,1,1,0,1,1,1,1,37,1,3,1,1,0,1,1,7,EUW1_6509203438,516,876,127,221,40,24,121,111,145,154
